,user,country,rating
31830,79080,147,2
31831,9867,149,2
31832,79157,167,4
31833,40638,114,1
31834,36551,48,3
31835,1725,104,3
31836,12232,17,4
31837,19432,90,3
31838,54945,10,3
31839,6804,91,4
31840,3515,73,4
31841,75379,173,2
31842,66288,221,5
31843,3472,82,4
31844,16807,25,2
31845,18828,182,3
31846,21530,148,3
31847,79934,154,5
31848,13675,161,4
31849,61586,178,3
31850,68609,55,5
31851,39715,132,2
31852,2065,207,3
31853,63327,36,4
31854,9214,178,5
31855,47202,1,2
31856,49284,143,4
31857,12781,207,2
31858,52475,122,2
31859,3881,9,3
31860,7327,97,3
31861,36796,38,4
31862,74638,202,4
31863,50386,3,3
31864,1955,138,1
31865,21380,34,2
31866,80196,74,4
31867,12001,139,1
31868,6310,30,4
31869,64176,191,3
31870,6794,162,1
31871,12879,74,5
31872,8871,83,2
31873,22405,167,3
31874,71165,139,1
31875,1417,115,2
31876,11643,80,1
31877,82486,178,3
31878,59870,41,4
31879,63010,120,3
31880,33323,11,2
31881,27100,72,5
31882,10654,187,4
31883,65405,180,2
31884,16040,65,2
31885,74459,110,2
31886,74861,207,4
31887,53367,18,1
31888,15400,153,2
31889,71556,52,3
31890,53886,197,3
31891,11518,32,3
31892,12225,95,2
31893,60784,42,4
31894,7085,58,4
31895,68246,62,4
31896,67333,18,2
31897,26795,128,3
31898,12269,153,4
31899,51760,92,3
31900,76482,78,4
31901,46534,8,2
31902,64251,37,3
31903,8145,188,2
31904,72976,60,1
31905,70190,186,3
31906,32539,171,3
31907,38166,200,1
31908,52818,122,3
31909,23593,145,3
31910,33811,132,4
31911,20387,41,4
31912,71999,163,4
31913,46409,211,3
31914,80481,195,4
31915,68024,91,4
31916,79235,159,2
31917,16487,189,3
31918,6602,11,4
31919,45523,181,4
31920,80386,148,2
31921,6433,18,1
31922,73281,152,3
31923,45427,131,4
31924,55960,35,4
31925,18064,209,4
31926,47732,115,2
31927,76519,28,3
31928,75940,98,4
31929,79727,51,2
31930,52146,50,4
31931,13853,50,5
31932,1943,132,3
31933,9345,210,3
31934,75564,200,2
31935,2746,32,1
31936,78066,128,4
31937,56477,133,3
31938,24028,69,2
31939,28360,109,4
31940,54405,36,4
31941,43297,210,2
31942,6570,36,3
31943,48456,128,2
31944,73935,73,2
31945,12826,115,2
31946,61012,82,3
31947,48942,161,2
31948,10601,194,3
31949,30721,125,5
31950,18784,182,4
31951,51050,64,2
31952,62605,220,3
31953,34421,221,3
31954,13903,14,4
31955,62562,41,3
31956,16582,210,3
31957,66188,107,2
31958,37090,185,2
31959,77469,88,3
31960,37604,99,2
31961,32450,173,2
31962,6474,186,5
31963,18053,117,4
31964,60172,118,2
31965,25236,187,3
31966,36477,196,5
31967,61653,104,4
31968,14166,122,2
31969,32596,37,3
31970,46759,53,2
31971,47828,197,3
31972,18901,91,2
31973,72057,23,4
31974,27165,193,3
31975,1942,71,3
31976,34776,59,2
31977,1064,110,3
31978,10534,206,3
31979,24499,152,4
31980,33023,143,4
31981,54153,147,2
31982,10845,59,3
31983,49191,126,3
31984,40913,201,2
31985,63661,38,4
31986,42862,6,1
31987,30638,169,4
31988,74411,122,4
31989,40535,158,2
31990,3686,187,4
31991,3974,89,3
31992,56468,177,2
31993,3436,89,4
31994,72255,88,1
31995,29157,68,3
31996,9958,145,5
31997,73670,97,5
31998,14364,214,3
31999,29375,121,2
32000,2978,36,3
32001,29636,162,2
32002,22284,193,3
32003,23440,23,2
32004,61252,110,2
32005,31315,47,5
32006,17688,23,4
32007,78001,13,3
32008,19814,122,3
32009,46916,174,3
32010,58330,212,4
32011,3287,166,3
32012,26480,187,3
32013,9978,172,2
32014,17035,178,4
32015,32426,83,3
32016,7756,91,3
32017,2510,117,4
32018,36769,42,3
32019,76456,41,3
32020,33848,15,3
32021,37969,153,4
32022,34647,185,2
32023,81533,46,2
32024,78679,48,2
32025,31178,9,2
32026,71392,21,4
32027,12300,220,4
32028,57213,137,5
32029,79356,43,3
32030,33386,81,4
32031,19005,62,4
32032,55074,134,2
32033,4116,193,3
32034,31133,69,3
32035,63597,116,3
32036,25169,189,3
32037,58275,60,3
32038,6076,212,2
32039,51187,6,3
32040,36026,221,5
32041,68624,218,2
32042,60875,26,3
32043,11599,79,5
32044,5463,37,4
32045,28798,106,4
32046,58661,139,2
32047,48227,169,3
32048,19005,164,4
32049,59838,106,4
32050,37749,186,5
32051,27054,96,3
32052,57579,77,4
32053,1757,219,3
32054,30399,200,2
32055,11527,101,3
32056,26035,145,5
32057,42589,219,2
32058,27529,143,4
32059,71696,137,5
32060,7380,139,1
32061,17724,39,3
32062,20303,12,3
32063,69934,78,3
32064,62419,25,3
32065,19336,88,2
32066,23000,153,4
32067,10694,207,3
32068,74787,88,1
32069,28193,29,2
32070,81096,205,4
32071,39610,123,3
32072,49252,66,2
32073,5422,120,4
32074,41579,189,4
32075,77633,85,4
32076,73700,121,3
32077,8181,98,4
32078,38499,139,2
32079,28890,202,3
32080,17339,96,3
32081,12007,47,4
32082,30534,68,5
32083,10811,70,1
32084,27477,98,4
32085,21294,199,3
32086,6935,33,2
32087,35167,218,3
32088,42136,145,3
32089,12659,26,4
32090,42573,150,3
32091,80076,150,2
32092,43153,40,4
32093,5612,178,4
32094,29603,114,3
32095,40939,10,2
32096,44106,2,4
32097,16428,79,4
32098,27146,216,2
32099,1958,76,4
32100,80154,156,3
32101,82558,211,4
32102,16314,147,3
32103,56158,92,4
32104,44411,157,3
32105,43772,161,3
32106,71518,152,5
32107,34790,172,2
32108,34618,214,5
32109,39032,44,2
32110,44828,162,2
32111,57797,74,5
32112,63136,208,2
32113,4485,128,4
32114,8457,154,4
32115,18783,111,4
32116,61913,17,2
32117,11108,194,2
32118,80349,115,2
32119,44392,213,3
32120,28964,108,2
32121,65731,62,3
32122,78441,79,3
32123,72309,70,1
32124,4709,192,4
32125,41644,103,3
32126,39231,81,2
32127,39911,167,2
32128,65876,108,3
32129,28524,194,2
32130,66762,202,3
32131,35790,164,2
32132,37626,63,4
32133,49344,70,2
32134,82123,134,3
32135,22265,185,4
32136,68594,0,4
32137,54634,73,2
32138,33639,101,4
32139,50756,197,3
32140,7068,79,4
32141,79734,102,4
32142,2602,192,2
32143,61459,75,2
32144,61024,23,3
32145,29998,170,3
32146,66422,82,3
32147,71568,28,2
32148,44939,28,2
32149,51701,127,5
32150,10790,109,2
32151,37053,148,3
32152,42691,149,4
32153,56803,0,4
32154,30818,83,2
32155,10223,198,3
32156,55277,210,3
32157,28572,158,4
32158,54819,55,4
32159,62110,155,4
32160,53047,6,3
32161,16703,157,2
32162,73682,58,5
32163,77440,85,2
32164,4447,27,3
32165,29132,105,4
32166,60615,25,2
32167,40557,45,4
32168,73617,172,3
32169,62102,17,4
32170,60361,218,2
32171,4907,141,3
32172,51742,51,2
32173,29791,47,5
32174,37982,180,2
32175,46806,23,4
32176,33049,61,2
32177,7832,213,1
32178,50654,146,2
32179,57940,110,2
32180,22943,115,3
32181,61885,88,3
32182,55015,70,1
32183,22488,0,3
32184,82317,98,5
32185,77983,12,2
32186,62679,157,3
32187,50838,103,2
32188,3857,54,4
32189,2529,62,3
32190,37022,134,2
32191,5757,202,5
32192,81276,50,4
32193,50934,86,3
32194,51099,191,3
32195,53378,102,4
32196,23363,70,1
32197,26372,46,2
32198,23298,43,4
32199,7173,74,5
32200,45309,164,2
32201,40423,157,2
32202,4262,182,4
32203,70058,149,2
32204,7579,8,4
32205,61222,32,2
32206,1520,36,4
32207,24408,56,3
32208,43149,131,3
32209,8411,183,5
32210,41921,21,4
32211,33838,56,4
32212,1589,174,3
32213,68305,45,3
32214,21757,202,5
32215,7242,64,4
32216,68815,217,3
32217,6335,71,4
32218,80294,134,4
32219,30335,60,1
32220,35935,75,4
32221,17303,24,3
32222,60641,173,2
32223,71387,98,5
32224,78159,17,4
32225,7871,160,4
32226,74239,145,4
32227,10714,136,2
32228,55097,142,2
32229,63825,81,3
32230,42871,152,3
32231,60701,36,2
32232,31253,108,2
32233,20428,107,1
32234,24104,8,3
32235,10864,211,3
32236,13055,122,2
32237,25454,179,3
32238,68907,22,2
32239,25172,209,2
32240,58485,171,3
32241,33592,49,5
32242,61894,197,3
32243,66463,66,4
32244,64503,19,2
32245,75810,180,3
32246,38472,45,3
32247,72863,211,4
32248,77034,202,3
32249,71208,54,3
32250,63396,127,5
32251,63292,173,4
32252,14760,87,3
32253,58585,69,3
32254,36837,0,4
32255,24898,140,2
32256,71364,24,3
32257,50193,22,2
32258,19694,94,2
32259,45887,75,3
32260,70182,107,1
32261,77613,147,2
32262,42041,41,2
32263,52367,80,1
32264,17247,132,4
32265,639,50,5
32266,795,130,4
32267,31563,108,2
32268,22347,133,3
32269,54399,95,4
32270,34311,43,3
32271,76615,147,2
32272,52094,109,4
32273,68392,194,2
32274,4026,202,4
32275,25102,194,2
32276,43813,183,3
32277,32344,206,3
32278,24865,163,2
32279,16448,169,2
32280,56417,47,5
32281,5395,192,2
32282,82558,193,2
32283,40763,116,2
32284,73621,179,3
32285,71677,28,4
32286,806,78,3
32287,75527,46,3
32288,81617,105,2
32289,76112,29,4
32290,79224,215,2
32291,61116,212,3
32292,65126,212,4
32293,45988,70,1
32294,39743,91,4
32295,48706,98,5
32296,29863,64,2
32297,69199,50,3
32298,18307,11,3
32299,16617,208,2
32300,668,4,4
32301,57824,7,3
32302,15284,173,4
32303,21221,184,3
32304,12740,154,3
32305,20154,218,3
32306,838,188,2
32307,71166,9,1
32308,56009,124,4
32309,10303,207,2
32310,3345,198,1
32311,17735,168,3
32312,46986,8,3
32313,52394,94,4
32314,45711,14,3
32315,24719,209,3
32316,48394,215,2
32317,59940,42,2
32318,2511,39,3
32319,57362,123,3
32320,27084,99,1
32321,57133,97,3
32322,60721,187,2
32323,1898,102,3
32324,68193,15,2
32325,47775,80,1
32326,15987,10,2
32327,25026,219,2
32328,65119,165,2
32329,74958,68,5
32330,76569,2,5
32331,34149,132,4
32332,12694,165,3
32333,1504,110,3
32334,15288,88,2
32335,75920,65,2
32336,14051,90,5
32337,2060,214,5
32338,46587,170,3
32339,14221,160,5
32340,36519,0,3
32341,58791,86,5
32342,37389,144,4
32343,41581,94,4
32344,27568,190,3
32345,31305,139,2
32346,63195,133,4
32347,7956,206,5
32348,29186,10,3
32349,54035,124,2
32350,39202,213,1
32351,18203,128,4
32352,26934,189,4
32353,21777,131,4
32354,59044,135,2
32355,76143,96,2
32356,22163,31,4
32357,17856,103,3
32358,68282,191,2
32359,40454,57,3
32360,53153,179,2
32361,23928,117,3
32362,7185,143,3
32363,13677,71,3
32364,61734,115,4
32365,6769,142,2
32366,43042,196,4
32367,7149,102,4
32368,81288,88,2
32369,63940,80,1
32370,62034,86,3
32371,26738,78,4
32372,27254,47,4
32373,39957,46,3
32374,30709,215,4
32375,37158,114,1
32376,75126,163,4
32377,25856,209,2
32378,67470,193,2
32379,5594,203,4
32380,49222,35,3
32381,42540,204,5
32382,63348,203,4
32383,25331,36,2
32384,73496,201,4
32385,62226,4,2
32386,64076,196,3
32387,33927,102,4
32388,32908,173,2
32389,47500,150,3
32390,39776,94,3
32391,71788,119,2
32392,34752,154,4
32393,69855,157,2
32394,72838,24,3
32395,1516,49,4
32396,34182,117,3
32397,34938,92,3
32398,11846,146,4
32399,52345,91,2
32400,58364,81,4
32401,60858,103,2
32402,20449,205,2
32403,20373,202,5
32404,38542,40,3
32405,79907,88,1
32406,64397,5,2
32407,55083,30,4
32408,29440,132,4
32409,48190,155,3
32410,13905,196,4
32411,3028,162,2
32412,54303,6,3
32413,68337,55,4
32414,66450,184,5
32415,45901,142,3
32416,30984,204,4
32417,47670,30,3
32418,78454,101,3
32419,66224,67,3
32420,15031,43,4
32421,1921,49,5
32422,68220,164,2
32423,27783,137,4
32424,34660,102,3
32425,23600,89,3
32426,29505,37,2
32427,41393,2,4
32428,16449,162,2
32429,20137,68,3
32430,54161,63,2
32431,81701,26,2
32432,80502,48,4
32433,38461,47,5
32434,2132,20,3
32435,20181,16,3
32436,36858,3,3
32437,11808,48,3
32438,80242,105,4
32439,30032,51,4
32440,402,6,1
32441,57806,192,3
32442,28538,74,5
32443,15372,43,5
32444,5583,2,5
32445,48442,160,3
32446,68001,85,3
32447,81412,219,1
32448,24823,73,2
32449,55057,26,2
32450,15422,133,4
32451,53542,110,2
32452,29519,214,4
32453,81392,168,2
32454,95,210,1
32455,68245,213,1
32456,20391,177,2
32457,75511,160,4
32458,31391,115,2
32459,52596,64,2
32460,20698,74,3
32461,11808,63,3
32462,8146,200,2
32463,9570,80,3
32464,36084,167,4
32465,67486,59,2
32466,9570,1,3
32467,26177,93,3
32468,60470,112,2
32469,25198,147,1
32470,13673,46,2
32471,3030,26,4
32472,72591,103,4
32473,25309,93,3
32474,4968,19,2
32475,70633,122,2
32476,41949,132,2
32477,22357,99,2
32478,1856,207,2
32479,10982,38,3
32480,3316,173,3
32481,45224,221,3
32482,24727,22,3
32483,50383,116,3
32484,70718,38,2
32485,49529,120,4
32486,12195,4,3
32487,71418,14,4
32488,71259,107,3
32489,27710,118,4
32490,71963,64,2
32491,40732,71,2
32492,57092,137,3
32493,62295,3,4
32494,15648,96,2
32495,23472,172,3
32496,61728,167,4
32497,22379,186,3
32498,81251,132,3
32499,10041,88,3
32500,56793,136,2
32501,53430,23,3
32502,27877,57,5
32503,28176,126,2
32504,82430,137,5
32505,58870,90,3
32506,4035,182,4
32507,59722,205,2
32508,76709,130,2
32509,50546,11,3
32510,1406,41,2
32511,53778,97,3
32512,65411,212,4
32513,12312,179,2
32514,71413,51,4
32515,15401,2,3
32516,20637,62,5
32517,77480,22,2
32518,75967,174,3
32519,28172,53,2
32520,43725,193,2
32521,60642,111,2
32522,47010,152,3
32523,70932,81,2
32524,2092,155,5
32525,33647,93,1
32526,25902,76,4
32527,82856,52,4
32528,17626,190,2
32529,38454,3,4
32530,58876,77,4
32531,71162,166,3
32532,27423,56,3
32533,25173,68,5
32534,78790,71,3
32535,64232,163,3
32536,11479,56,3
32537,64086,212,2
32538,58209,216,4
32539,31878,133,3
32540,19966,126,3
32541,79476,199,4
32542,60619,186,3
32543,57301,47,5
32544,20655,95,3
32545,6428,7,4
32546,7877,90,4
32547,49109,77,4
32548,43734,65,2
32549,43943,110,2
32550,15642,138,2
32551,35006,88,3
32552,23088,1,2
32553,49593,31,3
32554,1804,12,2
32555,58209,29,3
32556,9130,63,4
32557,65709,207,3
32558,49367,205,2
32559,79476,180,4
32560,51059,81,3
32561,33797,127,5
32562,40874,108,4
32563,27055,213,2
32564,16246,178,5
32565,2066,172,2
32566,69732,157,2
32567,66661,151,3
32568,11778,27,2
32569,61983,149,3
32570,50877,197,4
32571,13955,44,3
32572,3095,141,4
32573,36550,70,3
32574,81019,94,3
32575,35432,204,4
32576,1557,141,3
32577,75076,214,5
32578,74606,56,4
32579,50067,208,2
32580,34541,16,5
32581,46946,204,3
32582,11531,159,1
32583,3524,83,1
32584,66711,25,3
32585,64263,89,4
32586,60430,153,3
32587,55755,125,4
32588,23294,8,2
32589,15996,76,5
32590,43609,136,1
32591,9629,105,2
32592,71729,107,1
32593,9916,47,3
32594,1742,98,4
32595,17941,155,5
32596,52369,127,4
32597,32718,168,4
32598,31632,196,4
32599,3952,148,2
32600,49886,215,3
32601,3190,213,3
32602,71350,12,4
32603,37892,197,2
32604,64897,25,1
32605,2646,87,4
32606,35360,55,3
32607,622,110,4
32608,28210,44,3
32609,49889,66,2
32610,34176,13,5
32611,29682,200,2
32612,63591,120,4
32613,28769,16,4
32614,29789,211,3
32615,5065,185,4
32616,69188,163,4
32617,25421,144,3
32618,40333,9,2
32619,10478,3,2
32620,51302,119,3
32621,10582,182,5
32622,27095,122,4
32623,55589,5,1
32624,9324,130,4
32625,8382,140,4
32626,70212,55,4
32627,21679,28,2
32628,7876,120,3
32629,69010,18,3
32630,48538,104,2
32631,77564,20,4
32632,1034,131,4
32633,22768,83,1
32634,58060,69,2
32635,65287,29,4
32636,78311,217,3
32637,10232,205,2
32638,49294,213,1
32639,5719,141,4
32640,69940,135,2
32641,50884,58,3
32642,43651,113,3
32643,3194,187,2
32644,5679,67,3
32645,76032,107,2
32646,82319,0,2
32647,17067,158,2
32648,63822,115,4
32649,81160,201,4
32650,18640,130,3
32651,4088,132,3
32652,49917,116,4
32653,25788,106,2
32654,54020,186,5
32655,54426,132,3
32656,72037,198,2
32657,27459,110,2
32658,13103,19,1
32659,61735,39,3
32660,28105,185,2
32661,51790,122,3
32662,62362,111,2
32663,40604,78,3
32664,50434,32,2
32665,48183,8,3
32666,48767,93,3
32667,55042,109,2
32668,45002,60,3
32669,61468,101,2
32670,57852,20,3
32671,23548,122,3
32672,38659,77,3
32673,60169,89,3
32674,61405,142,2
32675,78347,145,3
32676,20735,203,2
32677,6128,206,5
32678,36902,160,4
32679,69886,38,2
32680,65475,31,2
32681,16950,112,3
32682,82357,129,3
32683,24738,187,4
32684,2479,157,4
32685,41571,156,4
32686,33495,73,3
32687,77262,13,3
32688,82409,41,3
32689,38503,14,3
32690,55270,51,3
32691,30950,35,3
32692,32009,191,3
32693,16332,27,3
32694,50248,160,3
32695,59682,176,3
32696,65768,18,2
32697,39905,54,3
32698,60618,123,1
32699,7527,62,5
32700,31380,160,5
32701,73494,122,4
32702,34517,174,3
32703,21595,13,5
32704,55760,93,1
32705,37525,101,2
32706,42565,19,1
32707,10908,78,4
32708,50541,123,3
32709,60646,137,5
32710,61743,115,4
32711,41787,137,3
32712,78846,120,4
32713,50360,205,4
32714,66368,64,2
32715,22512,14,4
32716,14129,136,2
32717,12439,140,2
32718,7497,207,4
32719,81167,151,4
32720,13704,127,5
32721,60766,46,2
32722,40750,86,5
32723,82697,159,1
32724,78225,108,3
32725,31703,217,4
32726,49391,166,3
32727,60646,184,4
32728,45088,10,3
32729,6736,179,2
32730,44450,125,5
32731,30698,103,4
32732,72914,26,4
32733,56129,174,3
32734,11243,68,4
32735,45308,150,3
32736,15864,91,3
32737,2314,67,3
32738,27931,77,4
32739,23972,121,4
32740,56452,163,2
32741,53151,142,3
32742,75957,100,4
32743,62543,175,4
32744,54083,75,4
32745,58302,111,4
32746,63154,130,3
32747,13931,61,2
32748,12629,150,2
32749,2936,196,4
32750,25304,42,3
32751,32344,171,5
32752,58396,123,1
32753,6109,59,2
32754,7039,175,2
32755,71865,61,1
32756,24976,103,3
32757,24614,163,2
32758,57579,32,1
32759,27600,117,4
32760,31718,154,4
32761,44102,213,3
32762,36311,115,4
32763,75337,165,3
32764,51300,70,2
32765,65100,14,3
32766,11820,2,5
32767,59719,25,1
32768,27039,195,2
32769,67279,112,3
32770,7444,25,1
32771,17065,135,3
32772,44440,218,3
32773,19337,69,3
32774,50654,73,2
32775,13835,107,3
32776,78422,219,1
32777,8816,115,3
32778,1409,81,3
32779,2267,25,2
32780,5343,95,4
32781,17333,140,4
32782,19197,143,3
32783,45863,49,4
32784,10263,171,4
32785,15985,66,2
32786,75529,212,4
32787,58293,214,5
32788,82746,106,2
32789,5948,11,4
32790,42216,170,4
32791,6110,181,2
32792,27888,45,3
32793,39330,23,2
32794,16841,79,5
32795,42549,20,2
32796,13314,207,2
32797,50877,54,4
32798,75877,141,2
32799,39286,54,4
32800,516,43,3
32801,35624,160,5
32802,67850,162,1
32803,34472,85,3
32804,8469,31,3
32805,9450,133,5
32806,76100,123,1
32807,7153,25,3
32808,9423,208,2
32809,73775,178,3
32810,23088,178,5
32811,80066,156,5
32812,69063,134,4
32813,75093,95,3
32814,42430,92,3
32815,716,5,3
32816,57476,4,3
32817,78862,34,3
32818,68428,50,5
32819,59601,19,1
32820,47888,181,2
32821,14413,34,3
32822,21652,83,1
32823,14396,94,3
32824,20351,5,1
32825,81972,132,4
32826,55792,181,3
32827,76719,98,5
32828,76582,31,2
32829,7226,155,5
32830,47541,40,2
32831,51875,75,3
32832,7706,59,2
32833,28285,103,3
32834,63694,14,2
32835,35299,98,5
32836,29799,82,4
32837,22430,67,3
32838,6090,179,2
32839,39787,27,3
32840,61537,47,4
32841,21630,106,2
32842,69660,32,1
32843,60395,157,2
32844,66796,160,4
32845,35670,197,2
32846,47616,10,4
32847,10380,214,4
32848,16659,100,4
32849,15201,139,2
32850,60379,70,1
32851,51414,151,2
32852,7400,200,3
32853,64397,82,3
32854,55750,204,5
32855,78648,108,3
32856,58320,130,4
32857,6349,130,4
32858,17396,54,3
32859,53963,79,5
32860,1040,2,4
32861,71506,59,2
32862,848,107,3
32863,59916,122,3
32864,74041,119,4
32865,68856,31,2
32866,51376,122,4
32867,69442,203,3
32868,12774,60,2
32869,30039,12,4
32870,21372,78,3
32871,59300,52,3
32872,78558,50,4
32873,16005,67,3
32874,35748,125,3
32875,54046,113,3
32876,3313,32,1
32877,65858,16,4
32878,37957,135,3
32879,29535,67,4
32880,54165,15,2
32881,61381,56,3
32882,46183,215,2
32883,7169,41,2
32884,32824,152,4
32885,81219,175,4
32886,22019,106,2
32887,19220,218,1
32888,28698,136,3
32889,32037,94,3
32890,26684,81,3
32891,50677,215,2
32892,20327,159,2
32893,42753,198,3
32894,49176,73,3
32895,35335,127,5
32896,34245,11,2
32897,52429,221,4
32898,63649,178,4
32899,67434,217,2
32900,61645,47,3
32901,45526,23,3
32902,76303,24,4
32903,45587,82,2
32904,59260,220,4
32905,25297,86,3
32906,79753,127,3
32907,22746,2,3
32908,13125,85,4
32909,21317,3,3
32910,4331,84,3
32911,72150,46,2
32912,12869,16,4
32913,14207,30,5
32914,41282,154,5
32915,35228,119,2
32916,72225,206,4
32917,40316,186,3
32918,24964,47,5
32919,21723,187,3
32920,30419,127,4
32921,33355,187,3
32922,21091,194,2
32923,68470,9,2
32924,38541,44,2
32925,41491,92,4
32926,59687,194,4
32927,48906,202,3
32928,64252,208,3
32929,44621,46,4
32930,61144,39,2
32931,9164,96,2
32932,24784,66,3
32933,69577,90,3
32934,50491,66,2
32935,65236,83,2
32936,45701,130,3
32937,45403,44,2
32938,71212,29,4
32939,61785,191,2
32940,72734,59,3
32941,42014,188,3
32942,15464,21,2
32943,13844,174,3
32944,1477,163,4
32945,3961,149,4
32946,6146,212,4
32947,22058,1,3
32948,31717,165,3
32949,68928,82,2
32950,3194,105,2
32951,61349,195,4
32952,32763,116,2
32953,80283,205,3
32954,6961,2,3
32955,63725,120,2
32956,62945,217,2
32957,53605,209,4
32958,64564,77,3
32959,65859,114,3
32960,7300,205,2
32961,44836,97,5
32962,73260,122,3
32963,35236,177,2
32964,77665,50,5
32965,81243,110,2
32966,35540,60,2
32967,13395,138,3
32968,52794,155,5
32969,37379,133,4
32970,5917,214,3
32971,1065,154,4
32972,1795,112,2
32973,75506,46,2
32974,66437,97,5
32975,43946,12,2
32976,24947,74,4
32977,71246,113,1
32978,49645,5,1
32979,47230,205,3
32980,9285,105,2
32981,75897,126,4
32982,40240,169,3
32983,69968,167,2
32984,70733,201,2
32985,40297,52,3
32986,21043,13,3
32987,10408,41,3
32988,58691,75,3
32989,15897,83,3
32990,69837,74,3
32991,6328,52,4
32992,41097,60,1
32993,78580,138,2
32994,27098,34,2
32995,25109,192,3
32996,3316,130,4
32997,13611,8,4
32998,27417,158,2
32999,25076,105,2
33000,22235,129,3
33001,43806,200,1
33002,48859,47,3
33003,33579,91,4
33004,37743,157,3
33005,671,0,4
33006,57825,39,4
33007,60232,190,3
33008,35138,93,1
33009,30602,133,5
33010,23497,31,3
33011,51203,170,2
33012,74827,109,3
33013,49306,93,2
33014,48063,35,3
33015,34162,52,3
33016,3402,151,4
33017,7153,166,3
33018,19084,176,3
33019,3136,145,4
33020,1825,185,3
33021,55012,148,4
33022,67262,201,3
33023,78981,44,2
33024,8455,18,3
33025,14934,34,2
33026,36268,76,4
33027,9946,91,3
33028,38941,142,2
33029,47200,101,3
33030,15874,183,3
33031,65706,155,4
33032,17185,91,3
33033,50127,11,4
33034,15074,115,2
33035,21040,139,2
33036,35190,120,4
33037,24084,114,1
33038,70510,121,2
33039,23824,110,2
33040,82617,15,2
33041,13411,52,3
33042,60071,218,2
33043,71985,88,2
33044,6806,181,4
33045,44120,26,3
33046,11649,166,4
33047,21623,41,4
33048,82578,201,4
33049,43013,30,5
33050,79700,116,4
33051,39778,23,4
33052,28359,133,4
33053,11111,88,2
33054,24520,21,2
33055,35652,190,3
33056,47022,81,4
33057,56943,100,3
33058,63068,60,1
33059,26995,28,3
33060,58718,134,4
33061,73349,166,4
33062,32080,42,3
33063,37675,47,3
33064,65322,162,2
33065,18849,8,2
33066,44762,32,3
33067,378,18,1
33068,11409,167,2
33069,25505,3,3
33070,7394,94,4
33071,10478,23,2
33072,58918,103,2
33073,72580,77,4
33074,14641,28,3
33075,2462,120,4
33076,29718,62,3
33077,39528,174,2
33078,14734,117,3
33079,58262,1,4
33080,37501,52,3
33081,33306,186,4
33082,12779,158,3
33083,49878,208,2
33084,53848,46,2
33085,56288,159,1
33086,19191,66,3
33087,34541,96,2
33088,77708,98,4
33089,56661,23,2
33090,8951,104,4
33091,53246,121,2
33092,36774,179,3
33093,44428,112,3
33094,16396,90,5
33095,46670,68,4
33096,33975,156,5
33097,70986,161,3
33098,4188,201,4
33099,61496,63,4
33100,73900,142,4
33101,68008,45,2
33102,36122,100,3
33103,16149,1,3
33104,54463,110,2
33105,5501,111,3
33106,56627,95,4
33107,39641,170,3
33108,29533,169,4
33109,76111,203,4
33110,1360,166,4
33111,82621,198,1
33112,73089,84,4
33113,1316,60,2
33114,62295,196,5
33115,8685,32,3
33116,65516,188,3
33117,43463,76,5
33118,53964,192,4
33119,13510,58,3
33120,72255,177,2
33121,73991,146,2
33122,39244,61,2
33123,75838,59,3
33124,21519,80,2
33125,64779,90,3
33126,29926,11,4
33127,21118,13,3
33128,59472,122,2
33129,48310,115,4
33130,69820,40,4
33131,66152,175,4
33132,37020,149,4
33133,35110,93,2
33134,1512,73,2
33135,43913,68,3
33136,66149,147,3
33137,40567,102,3
33138,22524,4,4
33139,80262,220,3
33140,3931,62,3
33141,14657,79,4
33142,21818,129,2
33143,953,33,3
33144,53518,74,4
33145,45422,202,4
33146,55916,147,1
33147,3734,179,4
33148,66476,211,3
33149,55411,173,3
33150,60446,185,4
33151,73321,118,2
33152,82288,48,2
33153,4374,76,4
33154,23122,166,3
33155,14113,124,3
33156,72503,216,4
33157,72955,94,3
33158,74943,135,4
33159,50098,216,3
33160,44156,172,4
33161,59055,77,2
33162,34559,114,1
33163,12244,60,2
33164,76668,198,3
33165,79269,156,5
33166,25998,116,2
33167,16743,127,4
33168,78771,61,3
33169,80738,131,2
33170,13837,165,3
33171,9144,19,3
33172,18725,33,4
33173,29541,58,3
33174,65086,80,2
33175,1991,54,4
33176,60449,23,2
33177,21486,194,2
33178,49927,50,5
33179,12089,148,2
33180,4954,121,3
33181,38703,180,3
33182,43988,31,4
33183,24539,16,3
33184,78143,11,3
33185,17897,126,2
33186,18629,106,2
33187,48345,161,4
33188,58286,108,2
33189,73425,83,1
33190,12795,183,3
33191,13008,124,3
33192,43400,147,2
33193,60692,217,2
33194,27265,144,2
33195,76153,164,2
33196,49358,176,3
33197,60828,157,3
33198,28880,18,3
33199,4399,193,4
33200,45272,170,3
33201,14924,218,3
33202,23572,202,5
33203,79985,183,5
33204,21010,172,3
33205,41724,88,1
33206,72086,138,3
33207,49326,201,4
33208,70315,194,3
33209,12716,165,2
33210,78912,37,4
33211,80720,160,4
33212,44886,188,1
33213,7843,143,2
33214,72976,116,4
33215,40480,34,2
33216,1405,81,4
33217,6570,103,2
33218,14174,155,4
33219,21773,99,2
33220,73280,21,3
33221,40395,19,3
33222,18254,100,3
33223,29150,133,4
33224,8599,35,2
33225,10197,140,2
33226,68178,66,2
33227,65352,136,2
33228,45801,140,2
33229,34374,73,2
